Film_ID,Film_Title,Title_ID,Title_Name,Theatrical_Release_Date,Film_Runtime,Language,Market_Language,Release_Pattern,Performance_Type,Is_IMAX,Is_DBOX_Capable,Release_Status,Media_Class_Description,Is_4Dx,Genre_Hierarchy_1
29241,The Thomas Crown Affair,24272,The Thomas Crown Affair,6/1/2018,102,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Thriller
29240,Black Cop,24271,Black Cop,6/1/2018,91,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Comedy
29239,La tendresse (Italien avec s.t.f.),24269,Tenderness (Italian w/e.s.t.),9/7/2018,105,Italian,French,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29238,La premire purge,22894,The First Purge,7/4/2018,97,French,French,Wide,Film Presentation,0,0,A,Adult,0,Thriller
29237,Pearl Charles w/ Fascinator,24268,Pearl Charles w/ Fascinator,5/14/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29236,The Accidental Detective 2: In Action (Korean w/e.s.t.),24267,The Accidental Detective 2: In Action (Korean w/e.s.t.),6/22/2018,117,Korean,English,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
29235,Rubb Rakha (Punjabi w/e.s.t.),24266,Rubb Rakha (Punjabi w/e.s.t.),6/8/2018,133,Punjabi,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29234,Bhavesh Joshi Superhero (Hindi w/e.s.t.),24265,Bhavesh Joshi Superhero (Hindi w/e.s.t.),12/31/9999,140,Hindi,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29233,Shag Album Release,24264,Shag Album Release,6/8/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29232,It's a Wonderful Life - Classic Films,4962,It's A Wonderful Life 2005,12/16/2018,130,English,English,Ltd,Alt Prog Film Event,0,0,B,Family,0,Drama
29231,"Planes, Trains and Automobiles - Classic Films",19237,"Planes, Trains and Automobiles",11/4/2018,93,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Comedy
29230,The Apartment - Classic Films,11746,The Apartment (Classic Film Series),9/12/2018,125,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Drama
29229,Planet of the Apes - Classic Films,9966,Planet of the Apes,8/15/2018,112,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Drama
29228,Les Invasions Barbares,12004,Les Invasions Barbares,6/22/2018,113,French,French,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Drama
29227,Le Dclin de l'empire amricain,24263,Le Dclin de l'empire amricain,6/22/2018,95,French,French,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Drama
29226,All for One,24262,All for One,5/23/2018,99,English,English,Ltd,Documentary,0,0,B,Family,0,Drama
29225,A Hard Day's Night,20763,A Hard Day's Night,7/8/2018,87,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Comedy
29224,Les trois petits cobayes (Anglais avec s.t.f.),24115,Birthmarked,5/25/2018,88,English,French,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
29223,The Birdcage,24261,The Birdcage,6/15/2018,117,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Comedy
29222,Chad Valley with Guests,24260,Chad Valley with Guests,5/10/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29221,SHAG - Album release,24259,SHAG - Album release,5/10/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29220,The Wife,24258,The Wife,9/21/2018,100,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29219,Puzzle,24257,Puzzle,8/10/2018,104,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29218,2001: A Space Odyssey - Special Engagement 70mm,24256,2001: A Space Odyssey - Special Engagement 70mm,7/13/2018,167,English,English,Ltd,Alt Prog Film Event,0,0,B,Family,0,SciFi
29217,Boundaries,24255,Boundaries,7/6/2018,105,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29216,Under The Silver Lake,24254,Under The Silver Lake,4/26/2019,139,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Thriller
29215,Sherlock Holmes 3,24253,Sherlock Holmes 3,12/31/9999,999,English,English,Wide,Film Presentation,0,0,A,None,0,Unknown
29214,A Beautiful Day In The Neighborhood,24252,A Beautiful Day In The Neighborhood,11/22/2019,109,English,English,Wide,Film Presentation,0,0,A,Family,0,Drama
29213,Peter Rabbit 2: The Runaway,24251,Peter Rabbit 2: The Runaway,1/15/2021,999,English,English,Wide,Film Presentation,0,1,A,Family,0,Comedy
29212,Aate Di Chidi (Punjabi w/e.s.t.),24250,Aate Di Chidi (Punjabi w/e.s.t.),10/19/2018,140,Punjabi,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29211,Hotel Artemis,24249,Hotel Artemis,6/8/2018,94,English,English,Ltd,FRCE Feature Release,0,0,B,Adult,0,Action
29210,Carry On Jatta 2  (Punjabi w/e.s.t.),24248,Carry On Jatta 2  (Punjabi w/e.s.t.),6/1/2018,150,Punjabi,English,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
29209,An American in Paris - The Musical,24247,An American in Paris - The Musical,9/20/2018,155,English,English,Ltd,Stage Performance,0,0,B,Family,0,Musical
29208,Escape Room,24246,Escape Room,1/4/2019,100,English,English,Wide,Film Presentation,0,1,A,Adult,0,Thriller
29207,Creed 2,24245,Creed 2,11/21/2018,130,English,English,Wide,Film Presentation,0,0,A,Adult,0,Drama
29206,Mountain Sound Brigade,24244,Mountain Sound Brigade,5/9/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29205,Mamma Mia! Mother's Day Sing-Along,24243,Mamma Mia! Mother's Day Sing-Along,5/13/2018,112,English,English,Wide,Film Presentation,0,0,A,Family,0,Comedy
29204,Psycho - Classic Films,17850,Psycho - Presented at the 2010-2011 Classic Film Series,10/12/2018,109,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Thriller
29203,How to Marry a Millionaire - Classic Films,24242,How to Marry a Millionaire - Classic Films,7/22/2018,95,English,English,Ltd,Alt Prog Film Event,0,0,B,Family,0,Comedy
29202,FESTIVAL DUCATION DU FUTUR,24241,FESTIVAL DUCATION DU FUTUR,5/11/2018,120,French,French,Ltd,Film Presentation,0,0,B,Family,0,Unknown
29201,The Urinals with Guests,24240,The Urinals with Guests,5/7/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29200,Canadian Baseball Hall of Fame Event,24239,Canadian Baseball Hall of Fame Event,5/7/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29199,Shock & Awe,24238,Shock & Awe,7/27/2018,90,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29198,Sunday Beauty Queen,24237,Sunday Beauty Queen,5/14/2018,95,English,English,Ltd,Documentary,0,0,B,Family,0,Documentary
29197,Revenge,24236,Revenge,5/11/2018,108,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Action
29196,Sharkwater Extinction,24235,Sharkwater Extinction,10/19/2018,88,English,English,Wide,Film Presentation,0,0,A,Adult,0,Documentary
29195,Indian Horse,23016,Indian Horse,5/11/2018,101,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Drama
29194,The Turning,24234,The Turning,1/24/2020,95,English,English,Wide,Film Presentation,0,0,A,Adult,0,Adaptation
29193,A Dog's Journey,24233,A Dog's Journey,5/17/2019,109,English,English,Wide,Film Presentation,0,0,A,Adult,0,Drama
29192,Bios,24232,Bios,4/16/2021,999,English,English,Wide,Film Presentation,0,0,A,Adult,0,SciFi
29191,Uncle Drew,24231,Uncle Drew,6/29/2018,103,English,English,Wide,Film Presentation,0,0,A,Adult,0,Comedy
29190,Le retour du Hros,24230,Le retour du Hros,7/6/2018,90,French,French,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
29189,Doctor Who: Genesis of the Daleks,24229,Doctor Who: Genesis of the Daleks,6/14/2018,110,English,English,Ltd,Television Event,0,0,B,Adult,0,SciFi
29188,Believer (Korean w/e.s.t.),24228,Believer (Korean w/e.s.t.),6/8/2018,123,Korean,English,Ltd,Film Presentation,0,0,B,Adult,0,Action
29187,Paper Year,24227,Paper Year,6/22/2018,90,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Drama
29186,The Beatles? Yellow Submarine - 50th Anniversary,18866,The Beatles Yellow Submarine,7/8/2018,89,English,English,Ltd,Alt Prog Film Event,0,0,B,Family,0,Adventure
29185,CMW CASA MEXICO DAY  2 w/ CENTAVRVS & THE CHAMANAS,24226,CMW CASA MEXICO DAY  2 w/ CENTAVRVS & THE CHAMANAS,5/4/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29184,CMW CASA MEXICO DAY 1 w/ SPUTNIK & TROKER,24225,CMW CASA MEXICO DAY 1 w/ SPUTNIK & TROKER,5/4/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29183,Bronze Whale,24224,Bronze Whale,5/3/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29182,Julie - National Theatre Live,24223,Julie - National Theatre Live,10/13/2018,120,English,English,Ltd,Stage Performance,0,0,B,Adult,0,Drama
29181,Tommy Youngsteen plays the Best of Tom Petty,24222,Tommy Youngsteen plays the Best of Tom Petty,5/3/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29180,Champion (Korean w/e.s.t.),24221,Champion (Korean w/e.s.t.),5/18/2018,108,Korean,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29179,Little Women,24220,Little Women,9/28/2018,112,English,English,Ltd,Film Presentation,0,0,B,Family,0,Drama
29178,Yerma - National Theatre Live,22827,Yerma - National Theatre Live,8/11/2018,120,English,English,Ltd,Stage Performance,0,0,B,Family,0,Drama
29177,The Incredibles Double Feature In IMAX,24219,The Incredibles Double Feature In IMAX,6/13/2018,241,English,English,Wide,Film Presentation,1,0,A,Family,0,Action
29176,The Curious Incident of the Dog in the Night-Time - National Theatre Live,18956,The Curious Incident of the Dog in the Night-Time - National Theatre Live,7/4/2018,165,English,English,Ltd,Stage Performance,0,0,B,Family,0,Drama
29175,Space Classic ?Tour? Kickoff,24218,Space Classic ?Tour? Kickoff,5/2/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29174,"Angels in America, Part Two: Perestroika - National Theatre Live",22812,"Angels in America, Part Two: Perestroika - National Theatre Live (2017)",5/31/2018,270,English,English,Ltd,Stage Performance,0,0,B,Adult,0,Drama
29173,"Angels in America, Part One: Millennium Approaches - National Theatre Live",22811,"Angels in America, Part One: Millennium Approaches - National Theatre Live (2017)",5/29/2018,225,English,English,Ltd,Stage Performance,0,0,B,Adult,0,Drama
29172,SUNS OF JULY,24217,SUNS OF JULY,5/2/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29171,The Endless ,24216,The Endless ,5/11/2018,112,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Thriller
29170,Captive State,24215,Captive State,3/15/2019,109,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Thriller
29169,On The Basis Of Sex,24214,On The Basis Of Sex,12/25/2018,121,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29168,Boy Erased,24213,Boy Erased,11/9/2018,114,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29167,The Little Stranger,24212,The Little Stranger,8/31/2018,112,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29166,BlacKkKlansman,24211,BlacKkKlansman,8/10/2018,136,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29165,Won't You Be My Neighbor?,24210,Won't You Be My Neighbor?,6/8/2018,95,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Documentary
29164,BEN HEFFERNAN ?HOME? EP RELEASE,24209,BEN HEFFERNAN ?HOME? EP RELEASE,5/1/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29163,Kande (Punjabi w/e.s.t.),24208,Kande (Punjabi w/e.s.t.),5/11/2018,117,Punjabi,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29162,Rocket League Canadian Challenge,24207,Rocket League Canadian Challenge,8/19/2018,480,English,English,Wide,Gaming Tournament,0,0,B,None,0,Unknown
29161,Sunset Boulevard,9580,Sunset Boulevard,5/4/2018,111,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Drama
29160,You Were Never Really Here,23698,You Were Never Really Here,5/4/2018,90,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Drama
29159,Numro une,24206,Numro une,5/18/2018,110,French,French,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29158,Jonas Kaufmann: Under the Stars,24205,Jonas Kaufmann: Under the Stars,9/1/2018,120,English,English,Ltd,Concert,0,0,B,Adult,0,Musical
29157,Michael Rault & Guests,24204,Michael Rault & Guests,4/27/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29156,Don't Talk To Irene,23530,Don't Talk To Irene,6/2/2018,82,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Comedy
29155,Welcome To Curiosity,24203,Welcome To Curiosity,5/25/2018,98,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Thriller
29154,How Long Will I Love U (Mandarin w/Chinese & English s.t.),24202,How Long Will I Love U (Mandarin w/Chinese & English s.t.),5/25/2018,101,Mandarin,English,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
29153,Edward Scissorhands - VIP,24201,Edward Scissorhands - VIP,11/12/2018,105,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Drama
29152,Muse: Drones World Tour,24200,Muse: Drones World Tour,7/12/2018,90,English,English,Ltd,Concert,0,0,B,Adult,0,Musical
29151,Kasal (Filipino w/e.s.t.),24199,Kasal (Filipino w/e.s.t.),5/25/2018,115,Filipino,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29150,Veere Di Wedding (Hindi w/e.s.t.),24198,Veere Di Wedding (Hindi w/e.s.t.),6/1/2018,123,Hindi,English,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
29149,Twilight - VIP,16755,Twilight,10/29/2018,122,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Adaptation
29148,La course des tuques,24197,La course des tuques,12/7/2018,89,French,French,Wide,Film Presentation,0,0,A,Family,0,Adventure
29147,If Beale Street Could Talk,24196,If Beale Street Could Talk,12/25/2018,120,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29146,Backstabbing For Beginners,24195,Backstabbing For Beginners,5/4/2018,108,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29145,Tree - An IMAX VR Experience?,24194,Tree - An IMAX VR Experience?,4/27/2018,10,English,English,Ltd,Film Presentation,1,0,B,Family,0,Unknown
29144,Dueling Pianos,24193,Dueling Pianos,4/25/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29143,Mean Girls - VIP,12699,Mean Girls,12/31/9999,97,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Comedy
29142,Say Anything - VIP,7925,Say Anything,9/24/2018,100,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Drama
29141,Superbad - VIP,15897,Superbad,8/27/2018,113,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Comedy
29140,Selfie From Hell,24192,Selfie From Hell,5/4/2018,75,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Horror
29139,Raiders of the Lost Ark - VIP,24191,Raiders of the Lost Ark - VIP,8/13/2018,115,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Action
29138,Do not use,24190,Do not use,12/31/9999,999,English,English,Ltd,Alt Prog Film Event,0,0,B,Family,0,Unknown
29137,I Am Your Mom (Mandarin w/Chinese & English s.t.),24188,I Am Your Mom (Mandarin w/Chinese & English s.t.),5/11/2018,103,Mandarin,English,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
29136,Never Steady Never Still,23895,Never Steady Never Still,5/12/2018,112,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29135,Custody (French w/e.s.t.),23781,Custody (French w/e.s.t.),4/27/2018,94,French,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29134,7 Din Mohabbat In (Urdu w/e.s.t.),24187,7 Din Mohabbat In (Urdu w/e.s.t.),6/15/2018,130,Urdu,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29133,Lean On Pete,24038,Lean On Pete,4/27/2018,122,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Drama
29132,Parwaaz Hai Junoon (Urdu w/e.s.t.),24186,Parwaaz Hai Junoon (Urdu w/e.s.t.),8/24/2018,145,Urdu,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29131,The Miracle Season,23800,The Miracle Season,4/27/2018,101,English,English,Ltd,Alt Prog Film Event,0,0,B,Family,0,Drama
29130,Elementary (French w/e.s.t.),22800,Elementary (French w/e.s.t.),4/27/2018,105,French,English,Ltd,Film Presentation,0,0,B,Family,0,Drama
29129,Mimico,24185,Mimico,4/23/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29128,Ben Heffernan ,24184,Ben Heffernan ,4/23/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29127,Pearl Charles w/ Fascinator & Blind Matty,24183,Pearl Charles w/ Fascinator & Blind Matty,4/23/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29126,The Rider,24182,The Rider,4/27/2018,103,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29125,Cups N Cakes 4 Year Anniversary,24181,Cups N Cakes 4 Year Anniversary,4/23/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29124,Kin - In 4DX,23753,Kin,8/31/2018,103,English,English,Wide,Film Presentation,0,1,A,Adult,1,Adaptation
29123,The Old Man & The Gun,24180,The Old Man & The Gun,10/5/2018,93,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29122,The Favourite,24179,The Favourite,12/7/2018,120,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
29121,Superintelligence,24178,Superintelligence,12/31/9999,999,English,English,Wide,Film Presentation,0,0,A,Adult,0,Comedy
29120,Yesterday,24177,Yesterday,6/28/2019,116,English,English,Wide,Film Presentation,0,0,A,Adult,0,Drama
29119,The Hunt,24176,The Hunt,3/13/2020,90,English,English,Wide,Film Presentation,0,0,A,Adult,0,Documentary
29118,"Saint Snow PRESENTS LOVELIVE! SUNSHINE!! HAKODATE UNIT CARNIVAL (Japanese, no subtitles)",24175,"Saint Snow PRESENTS LOVELIVE! SUNSHINE!! HAKODATE UNIT CARNIVAL (Japanese, no subtitles)",5/20/2018,142,Japanese,English,Ltd,Concert,0,0,B,Family,0,Animated
29117,Turandot (Puccini) Italien avec s.-t.fr.) REDIFFUSION - Metropolitan Opera,21536,Turandot (Puccini) Italian w/ e.s.t. - Metropolitian Opera (2016),12/31/9999,202,Italian,French,Ltd,Opera,0,0,B,Adult,0,Musical
29116,Turandot (Puccini) Italian w/ e.s.t. ENCORE - Metropolitan Opera,21536,Turandot (Puccini) Italian w/ e.s.t. - Metropolitian Opera (2016),12/31/9999,206,Italian,English,Ltd,Opera,0,0,B,Adult,0,Musical
29115,Eugene Onegin (Tchaikovsky) Russe avec s.-t.fr. REDIFFUSION - Metropolitan Opera,24174,Eugene Onegin (Tchaikovsky) Russian w/e.s.t. ENCORE - Metropolitan Opera,7/11/2018,168,Russian,French,Ltd,Opera,0,0,B,None,0,Musical
29114,Eugene Onegin (Tchaikovsky) Russian w/e.s.t. ENCORE - Metropolitan Opera,24174,Eugene Onegin (Tchaikovsky) Russian w/e.s.t. ENCORE - Metropolitan Opera,7/11/2018,168,Russian,English,Ltd,Opera,0,0,B,None,0,Musical
29113,DO NOT USE,24173,Eugene Onegin (Russian w/e.s.t.) ENCORE - Metropolitan Opera,12/31/9999,999,English,English,Ltd,Opera,0,0,B,None,0,Unknown
29112,Il Trovatore (Verdi) Italien avec s.-t.fr. REDIFFUSION - Metropolitan Opera,21403,Il Trovatore (Verdi) Italian w/e.s.t. ? Metropolitan Opera (2015),6/27/2018,196,Italian,French,Ltd,Opera,0,0,B,Adult,0,Musical
29111,Il Trovatore (Verdi) Italian w/e.s.t. ENCORE - Metropolitan Opera,21403,Il Trovatore (Verdi) Italian w/e.s.t. ? Metropolitan Opera (2015),6/27/2018,196,Italian,English,Ltd,Opera,0,0,B,Adult,0,Musical
29110,Madama Butterfly (Puccini) Italien avec s.-t.fr. REDIFFUSION - Metropolitan Opera,21538,Madama Butterfly (Puccini) Italian w/ e.s.t. - Metropolitian Opera (2016),6/20/2018,162,Italian,French,Ltd,Opera,0,0,B,Adult,0,Musical
29109,Madama Butterfly (Puccini) Italian w/ e.s.t. ENCORE - Metropolitan Opera,21538,Madama Butterfly (Puccini) Italian w/ e.s.t. - Metropolitian Opera (2016),12/31/9999,218,Italian,English,Ltd,Opera,0,0,B,Adult,0,Musical
29108,Mary Queen Of Scots,24172,Mary Queen Of Scots,12/14/2018,125,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29107,Haldaa (Bengali w/e.s.t.),24171,Haldaa (Bengali w/e.s.t.),12/31/9999,145,Bengali,English,Ltd,Film Presentation,0,0,B,None,0,Drama
29106,First Reformed,24170,First Reformed,6/1/2018,112,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29105,Aam Aadmi (Punjabi w/e.s.t.),24169,Aam Aadmi (Punjabi w/e.s.t.),5/25/2018,104,Punjabi,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29104,KEN SHAMROCK,24168,KEN SHAMROCK,4/18/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29103,Maquia: When the Promised Flower Blooms (Japanese w/e.s.t.),24167,Maquia: When the Promised Flower Blooms (Japanese w/e.s.t.),7/27/2018,115,Japanese,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Animated
29102,Haikara-San: Here Comes Miss Modern ? Part 1 (Japanese w/e.s.t.),24166,Haikara-San: Here Comes Miss Modern ? Part 1 (Japanese w/e.s.t.),6/9/2018,97,Japanese,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Animated
29101,Nobody Famous,24165,Nobody Famous,5/25/2018,90,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Drama
29100,Hometeam Afterparty,24164,Hometeam Afterparty,4/18/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29099,Paint Nite,24163,Paint Nite,4/18/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29098,Beast,24162,Beast,6/15/2018,107,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29097,Gonjiam: Haunted Asylum (Korean w/e.s.t.),24161,Gonjiam: Haunted Asylum (Korean w/e.s.t.),4/27/2018,95,Korean,English,Ltd,Film Presentation,0,0,B,Adult,0,Foreign
29096,The Trough (Cantonese w/Chinese & English s.t.),24160,The Trough (Cantonese w/Chinese & English s.t.),5/4/2018,111,Cantonese,English,Ltd,Film Presentation,0,0,B,Adult,0,Action
29095,Face First with Chase Havoc and The Railtown Park Band,24159,Face First with Chase Havoc and The Railtown Park Band,4/16/2018,120,English,English,Wide,Rec Room Event,0,0,B,None,0,Unknown
29094,Submergence,24158,Submergence,4/20/2018,112,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Drama
29093,102 Not Out (Hindi w/e.s.t.),24157,102 Not Out (Hindi w/e.s.t.),5/4/2018,107,Hindi,English,Ltd,Film Presentation,0,0,B,Family,0,Drama
29092,Un homme press,24156,Un homme press,12/21/2018,100,French,French,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
29091,Robin des bois,22728,Robin Hood,11/21/2018,116,French,French,Wide,Film Presentation,0,1,A,Adult,0,Action
29090,Dr. Seuss : le Grincheux (Version franaise),20352,Dr. Seuss' The Grinch,11/9/2018,86,French,French,Wide,Film Presentation,0,1,A,Family,0,Comedy
29089,Venom (Version franaise),22944,Venom,10/5/2018,112,French,French,Wide,Film Presentation,0,1,A,Adult,0,Adaptation
29088,Le rire de ma mre,24155,Le rire de ma mre,8/17/2018,96,French,French,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29087,Mgalodon (Version franaise),22047,The Meg,8/10/2018,114,French,French,Wide,Film Presentation,0,1,A,Adult,0,Adaptation
29086,L'espion qui m'a dompe,23224,The Spy Who Dumped Me,8/3/2018,117,French,French,Wide,Film Presentation,0,0,A,Adult,0,Comedy
29085,Gratte-ciel,22945,Skyscraper,7/13/2018,109,French,French,Wide,Film Presentation,0,1,A,Adult,0,Action
29084,Tag (Version franaise),23141,Tag,6/15/2018,100,French,French,Wide,Film Presentation,0,0,A,Adult,0,Comedy
29083,Superfly (Version franaise),24323,Superfly (Version franaise),12/31/9999,999,French,French,Wide,Film Presentation,0,0,A,None,0,Action
29082,Napolon en apparte,24154,Napolon en apparte,6/8/2018,80,French,French,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
29081,Identits,24153,Identits,6/8/2018,93,French,French,Wide,Film Presentation,0,0,A,Adult,0,Drama
29080,Hrditaire (Version franaise),23975,Hereditary,6/8/2018,128,French,French,Wide,Film Presentation,0,0,A,Adult,0,Drama
29079,The Fall Of Sparta ,24152,The Fall Of Sparta ,6/1/2018,87,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29078,La chute de sparte,24152,The Fall Of Sparta ,6/1/2018,87,French,French,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29077,Pape Franois : un homme de parole (Italien avec s.t.f.),24151,Pope Francis: A Man Of His Word,5/18/2018,96,Italian,French,Ltd,Film Presentation,0,0,B,Family,0,Documentary
29076,Pope Francis: A Man Of His Word,24151,Pope Francis: A Man Of His Word,5/18/2018,96,English,English,Ltd,Film Presentation,0,0,B,Family,0,Documentary
29075,Chiens sous enqute,24123,Show Dogs,5/18/2018,92,French,French,Wide,Film Presentation,0,0,A,Family,0,Comedy
29074,Family is Family (French w/e.s.t.),23843,Family is Family (French w/e.s.t.),5/4/2018,107,French,English,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
29073,I'm Losing It (Russian w/e.s.t.),24150,I'm Losing It (Russian w/e.s.t.),5/4/2018,103,Russian,English,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
29072,Kings,24149,Kings,4/27/2018,97,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
29071,Bad Samaritan,24148,Bad Samaritan,5/4/2018,110,English,English,Ltd,FRCE Feature Release,0,0,B,Adult,0,Thriller
29070,Traffik,24147,Traffik,5/4/2018,97,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Thriller
29069,Dude's Manual (Mandarin w/Chinese & English s.t.),24146,Dude's Manual (Mandarin w/Chinese & English s.t.),4/20/2018,105,Mandarin,English,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
29068,The Gospel According To Andr,24145,The Gospel According To Andr,5/25/2018,94,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Documentary
29067,1991,24144,1991,7/25/2018,101,French,French,Wide,Film Presentation,0,0,A,Adult,0,Comedy
29066,Deadpool Double Feature - The IMAX Experience?,24128,Deadpool Double Feature,5/17/2018,239,English,English,Wide,Film Presentation,1,0,A,Adult,0,Comedy
29065,Pandas (Version franaise),24143,Pandas 3D,4/20/2018,40,French,French,Wide,Film Presentation,1,0,A,Family,0,Documentary
29064,Pandas 3D,24143,Pandas 3D,4/20/2018,40,English,English,Wide,Film Presentation,1,0,A,Family,0,Documentary
